,age,workclass,education,marital.status,occupation,race,sex,native.country,income,partition
10102,28-30,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,"Germany,Mexico",>50K,6181
18802,28-30,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,"Germany,Mexico",<=50K,6181
7008,31-32,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,"Greece,Mexico",<=50K,6182
10268,31-32,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,"Greece,Mexico",<=50K,6182
5107,25-26,Private,Some-college,Married-civ-spouse,Sales,White,Male,"Germany,El-Salvador",<=50K,6183
11496,25-26,Private,Some-college,Married-civ-spouse,Sales,White,Male,"Germany,El-Salvador",<=50K,6183
7830,20-25,Private,Some-college,Married-civ-spouse,Sales,Black,Male,United-States,<=50K,6184
12042,20-25,Private,Some-college,Married-civ-spouse,Sales,Black,Male,United-States,<=50K,6184
2614,28-36,Private,Some-college,Married-civ-spouse,Sales,Black,Male,"United-States,?",>50K,6185
15140,28-36,Private,Some-college,Married-civ-spouse,Sales,Black,Male,"United-States,?",<=50K,6185
15280,28-36,Private,Some-college,Married-civ-spouse,Sales,Black,Male,"United-States,?",<=50K,6185
272,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6186
772,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,>50K,6186
1314,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6186
5689,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6186
11926,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6186
18673,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6186
19761,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,>50K,6186
27233,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6186
28177,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,>50K,6186
30544,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6186
30939,33-35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6186
3439,24-31,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,6187
25199,24-31,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,6187
2835,32-33,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,6188
25413,32-33,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,6188
9211,31-34,Private,Some-college,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K,6189
14179,31-34,Private,Some-college,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K,6189
1202,32-35,Private,Some-college,Married-civ-spouse,Other-service,White,Female,"?,Puerto-Rico,United-States",<=50K,6190
11824,32-35,Private,Some-college,Married-civ-spouse,Other-service,White,Female,"?,Puerto-Rico,United-States",<=50K,6190
13253,32-35,Private,Some-college,Married-civ-spouse,Other-service,White,Female,"?,Puerto-Rico,United-States",<=50K,6190
16927,32-35,Private,Some-college,Married-civ-spouse,Other-service,White,Female,"?,Puerto-Rico,United-States",<=50K,6190
20701,32-35,Private,Some-college,Married-civ-spouse,Other-service,White,Female,"?,Puerto-Rico,United-States",>50K,6190
1412,34-35,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,"United-States,Poland",<=50K,6191
3726,34-35,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,"United-States,Poland",>50K,6191
3821,34-35,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,"United-States,Poland",<=50K,6191
11730,34-35,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,"United-States,Poland",>50K,6191
18422,34-35,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,"United-States,Poland",>50K,6191
27027,34-35,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,"United-States,Poland",<=50K,6191
30468,34-35,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,"United-States,Poland",<=50K,6191
27248,21-25,Private,Some-college,Never-married,Adm-clerical,White,Male,?,<=50K,6192
29405,21-25,Private,Some-college,Never-married,Adm-clerical,White,Male,?,<=50K,6192
19973,26-31,Private,Some-college,Never-married,Adm-clerical,White,Male,"Mexico,Germany",<=50K,6193
24382,26-31,Private,Some-college,Never-married,Adm-clerical,White,Male,"Mexico,Germany",<=50K,6193
6860,20-21,Private,Some-college,Never-married,Adm-clerical,White,Female,Mexico,<=50K,6194
20530,20-21,Private,Some-college,Never-married,Adm-clerical,White,Female,Mexico,<=50K,6194
28770,28-34,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Female,"?,Japan",<=50K,6195
31855,28-34,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Female,"?,Japan",<=50K,6195
13239,23-27,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Male,"Puerto-Rico,Philippines,India",<=50K,6196
20668,23-27,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Male,"Puerto-Rico,Philippines,India",<=50K,6196
29307,23-27,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Male,"Puerto-Rico,Philippines,India",<=50K,6196
9226,20,Private,Some-college,Never-married,Adm-clerical,Other,Female,United-States,<=50K,6197
27437,20,Private,Some-college,Never-married,Adm-clerical,Other,Female,United-States,<=50K,6197
30786,20,Private,Some-college,Never-married,Adm-clerical,Other,Female,United-States,<=50K,6197
15817,21-33,Private,Some-college,Never-married,Adm-clerical,Other,Female,"United-States,Cuba",<=50K,6198
27375,21-33,Private,Some-college,Never-married,Adm-clerical,Other,Female,"United-States,Cuba",<=50K,6198
30974,21-33,Private,Some-college,Never-married,Adm-clerical,Other,Female,"United-States,Cuba",<=50K,6198
4832,20-24,Private,Some-college,Never-married,Machine-op-inspct,Black,Female,"United-States,Jamaica",<=50K,6199
5135,20-24,Private,Some-college,Never-married,Machine-op-inspct,Black,Female,"United-States,Jamaica",<=50K,6199
7348,20-24,Private,Some-college,Never-married,Machine-op-inspct,Black,Female,"United-States,Jamaica",<=50K,6199
29625,20-24,Private,Some-college,Never-married,Machine-op-inspct,Black,Female,"United-States,Jamaica",<=50K,6199
18290,23-24,Private,Some-college,Never-married,Machine-op-inspct,"Asian-Pac-Islander,Other",Male,United-States,<=50K,6200
26571,23-24,Private,Some-college,Never-married,Machine-op-inspct,"Asian-Pac-Islander,Other",Male,United-States,<=50K,6200
20522,26,Private,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,"Philippines,United-States",<=50K,6201
31998,26,Private,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,"Philippines,United-States",>50K,6201
326,27,Private,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,"Philippines,Cambodia",<=50K,6202
921,27,Private,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,"Philippines,Cambodia",<=50K,6202
10187,26-36,Private,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,"Laos,Taiwan",<=50K,6203
31563,26-36,Private,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,"Laos,Taiwan",<=50K,6203
27364,24-35,Private,Some-college,Never-married,Craft-repair,White,Male,"Germany,Canada,Italy",<=50K,6204
30365,24-35,Private,Some-college,Never-married,Craft-repair,White,Male,"Germany,Canada,Italy",<=50K,6204
30505,24-35,Private,Some-college,Never-married,Craft-repair,White,Male,"Germany,Canada,Italy",<=50K,6204
15458,27,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,<=50K,6205
26674,27,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,<=50K,6205
20323,28,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,<=50K,6206
31297,28,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,<=50K,6206
4389,30-32,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,<=50K,6207
17076,30-32,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,<=50K,6207
20804,30-32,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,<=50K,6207
13502,18-19,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6208
21392,18-19,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6208
3992,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
10654,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
12122,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
12899,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
16399,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
17614,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
21619,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
24807,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
25561,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
28409,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
30339,20,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6209
4169,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
7220,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
8356,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
9203,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
9228,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
12202,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
16816,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
18235,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
20550,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
22405,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
23621,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
23797,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
23848,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
26771,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
28224,21-22,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,<=50K,6210
18419,21-30,Private,Some-college,Never-married,Sales,White,Female,"Mexico,El-Salvador,Poland",<=50K,6211
20091,21-30,Private,Some-college,Never-married,Sales,White,Female,"Mexico,El-Salvador,Poland",<=50K,6211
23046,21-30,Private,Some-college,Never-married,Sales,White,Female,"Mexico,El-Salvador,Poland",<=50K,6211
24555,21-24,Private,Some-college,Never-married,Sales,White,Male,"Iran,Greece,Columbia",<=50K,6212
27001,21-24,Private,Some-college,Never-married,Sales,White,Male,"Iran,Greece,Columbia",<=50K,6212
29113,21-24,Private,Some-college,Never-married,Sales,White,Male,"Iran,Greece,Columbia",<=50K,6212
7304,24-29,Private,Some-college,Never-married,Sales,Black,Male,"Jamaica,Outlying-US(Guam-USVI-etc)",<=50K,6213
23086,24-29,Private,Some-college,Never-married,Sales,Black,Male,"Jamaica,Outlying-US(Guam-USVI-etc)",<=50K,6213
7253,18-21,Private,Some-college,Never-married,Other-service,Black,Male,"?,Outlying-US(Guam-USVI-etc)",<=50K,6214
10335,18-21,Private,Some-college,Never-married,Other-service,Black,Male,"?,Outlying-US(Guam-USVI-etc)",<=50K,6214
12799,18-21,Private,Some-college,Never-married,Other-service,Black,Male,"?,Outlying-US(Guam-USVI-etc)",<=50K,6214
22448,24-29,Private,Some-college,Never-married,Other-service,Black,Female,"Jamaica,Haiti",<=50K,6215
29434,24-29,Private,Some-college,Never-married,Other-service,Black,Female,"Jamaica,Haiti",<=50K,6215
4488,21-25,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,United-States,<=50K,6216
26870,21-25,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,United-States,<=50K,6216
27460,21-25,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,United-States,<=50K,6216
7838,22-23,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,"Vietnam,Philippines",<=50K,6217
12452,22-23,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,"Vietnam,Philippines",<=50K,6217
30098,18-20,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Male,United-States,<=50K,6218
32163,18-20,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Male,United-States,<=50K,6218
19964,21-32,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Male,"?,Dominican-Republic,United-States",<=50K,6219
28442,21-32,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Male,"?,Dominican-Republic,United-States",<=50K,6219
31012,21-32,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Male,"?,Dominican-Republic,United-States",<=50K,6219
1104,18-20,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6220
4008,18-20,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6220
17375,18-20,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6220
24144,18-20,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6220
30554,18-20,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6220
7334,23,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6221
9456,23,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6221
21083,23,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6221
24452,23,Private,Some-college,Never-married,Tech-support,White,Male,United-States,<=50K,6221
3794,18-19,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6222
9350,18-19,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6222
13851,18-19,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6222
25761,18-19,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6222
29299,18-19,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6222
6880,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
7500,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
11597,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
11713,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
12644,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
16098,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
24759,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
26435,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
29541,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
30358,20-21,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6223
1105,22-24,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6224
3368,22-24,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6224
4986,22-24,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K,6224
